Nature,Lakes/Ocean,Conventional,Marine Biologist,Study the fish of the sea! Maybe you'll find a new species!,
Nature,Preservation,Realistic,Zoologist,Study the animals of the land! Maybe you'll discover a new species!,
Nature,Preservation,Investigative,Pet-sitter,Watch others' pets for them while they're away!,
Nature,Preservation,Artistic,Tree Hugger,Make sure no one tears down those old trees! They're part of history!,
Nature,Preservation,Social,Activist,Promote changes around the world!,
Nature,Preservation,Enterprising,Social Justice Warrior,Make sure everyone is following the rules!,
Nature,Preservation,Conventional,Land Surveyor,Make sure the land is up to code!,
Human,Film,Realistic,Cameraman,Record the action up close and use a cool camera while you're at it!,
Human,Film,Investigative,News Broadcaster,Report the news every morning and night! Tell everyone what they need to hear!,
Human,Film,Artistic,Television Producer,Decide what TV shows get put on the air! Make the next hit show!,
Human,Film,Social,Actor,See yourself on the big screen! Act in movies and TV shows to be shown around the world!,
Human,Film,Enterprising,Film Director,Direct the next hit movie! And... ACTION!,
Human,Film,Conventional,Radio Broadcaster,Report the local news to your community on the radiowaves!,
Human,Health,Realistic,Nurse,Help save lives in hospitals!,
Human,Health,Investigative,Researcher,Find out exacly what's going on in the world up close!,
Human,Health,Artistic,Nutrionist,Help others develop a healthy diet!,
Human,Health,Social,Physical Therapist,Help those who were injured help themselves back on their feet!,
Human,Health,Enterprising,Doctor,Help cure illnesses and save lives at the same time!,
Human,Health,Conventional,Surgeon,Perform surgeries on those who need them the most!,
Human,Public Service,Realistic,Police Officer,Protect your community from the bad guys!,
Human,Public Service,Investigative,Psychiatrist,Help people get over their fears and addictions!,
Human,Public Service,Artistic,Therapist,Help people calm down and relax!,
Human,Public Service,Social,First Responder,Help those in need by riding in the ambulance to their rescue!,
Human,Public Service,Enterprising,Financial Planner,"Help people make good decisions with money, making sure they don't lose it all!",
Human,Public Service,Conventional,Fast Food/Cashier,Bring people their meals everyday! Would you like fries with that?,
Human,Literature,Realistic,Social Media Manager,Help companies advertise online on social media!,
Human,Literature,Investigative,Philospher,Think about the universe. Think about your purpose in the world. Why are we here?,
Human,Literature,Artistic,Writer,Write the next big New York bestseller!,
Human,Literature,Social,Teacher,Teach students how to do anything from math to spelling!,
Human,Literature,Enterprising,Lawyer,Defend clients in court! Objection your honor!,
Human,Literature,Conventional,Editor,Edit other people's work to make sure they didn't make any mistakes!,
Human,Energy,Realistic,Power Line Worker,Make sure those power lines are up to code and give everyone electricity!,
Human,Energy,Investigative,Energy Researcher,Understand exactly how energy works! Help the future of energy efficiency!,
Human,Energy,Artistic,Welder,Connect pieces of metal together! It's more fun than it sounds.,
Human,Energy,Social,Dietitian,Help others keep a healthy lifestyle and diet!,
Human,Energy,Enterprising,Solar Panel Technician,Install solar panels for those who want to be more energy efficient!,
Human,Energy,Conventional,Electrical Engineer,Create the electrical circuits inside your walls and electronics!,
Space,Aerospace,Realistic,Pilot,Fly a plane! Who wouldn't want to do that?,
Space,Aerospace,Investigative,Aerospace Technician,Design the spacecraft and help the astronauts understand how to use it!,
Space,Aerospace,Artistic,Drafter,Do you like making paper airplanes? What about designing real airplanes?,
Space,Aerospace,Social,Flight Attendant,Offer help to anyone on the plane. Give them snacks and make sure everyone's doing good!,
Space,Aerospace,Enterprising,Air Traffic Controller,Help the pilot land the plane! It's a multi-man job!,
Space,Aerospace,Conventional,Aerospace Engineer,Design the spacecraft from scratch and decide exactly how they work!,
Space,Weather,Realistic,Meteorologist,Figure out exactly what the weather will be tomorrow! It's looking party cloudy...,
Space,Weather,Investigative,Physicist,Understand the world of physics and why objects move like they do!,
Space,Weather,Artistic,Mural Artist,Design fancy murals to show off your artistic skills!,
Space,Weather,Social,Weather Reporter,Let everyone know what the weather will be like today. It's looking like rain...,
Space,Weather,Enterprising,Pilot,Fly a plane up high and experience weather right inside the clouds!,
Space,Weather,Conventional,Oceanographers,Collect samples on the health of the ocean and learn how it affects the weather!,
Space,Lunar,Realistic,Hazardous Materials Remover,Make sure everyone is safe before and during takeoff!,
Space,Lunar,Investigative,Rocket Technician,Design and troubleshoot the rocketships before they take off!,
Space,Lunar,Artistic,Mission Control,"Help the astronauts take off and land the plane! Houston, we've landed!",
Space,Lunar,Social,Astronaut,Fly up into space! Experience zero gravity! Check if the Earth is flat in person!,
Space,Lunar,Enterprising,Satellite Engineer,Design the satellites in space so they can give us important information for years to come!,
Space,Lunar,Conventional,Astronomer,"Study everything to do with space! Stars, planets and meteors!",
Space,Thinking,Realistic,Scholar,"Study everything and anything! Like a teacher, but you don't have to teach!",
Space,Thinking,Investigative,Philosopher,Think about how the world works and why it does! Really think about things a lot.,
Space,Thinking,Artistic,Poet,Write some nice poems and become the next Shel Silverstein!,
Space,Thinking,Social,Psychologist,Help people get through their difficulties in life!,
Space,Thinking,Enterprising,Economist,Figure out how money works in the world and figure out where the economy will go in the future!,
Space,Thinking,Conventional,Theologist,Focus on all things religion! Lead your local church!,
Space,Communications,Realistic,Radio Engineer,Decide exactly how the radio shows should function!,
Space,Communications,Investigative,Web Developer,Create a new website! www.yourtitlehere.com,
Space,Communications,Artistic,Network Designer,Create the WiFi networks inside your home!,
Space,Communications,Social,Customer Service,Help others get exacly what they need over the phone!,
Space,Communications,Enterprising,Marketer,Decide how to advertise products to their consumers!,
Space,Communications,Conventional,Ethical Hacker,Find issues in professional code without trying to exploit them!,
Smart Machine,Software,Realistic,IT Technician,Help others with all of their computer problems! Have you tried turning it off and back on?,
Smart Machine,Software,Investigative,Computational Scientist,Analyze data and perform research on it!,
Smart Machine,Software,Artistic,Digital Artist,Create art with a computer! Design a new logo!,
Smart Machine,Software,Social,UX Engineer,Make sure that new apps and programs are easy to use and understand!,
Smart Machine,Software,Enterprising,Product Manager,Guide your team on how to complete the project on time!,
Smart Machine,Software,Conventional,Software Engineer,Design code to make new apps and programs! This kiosk was made by software engineers!,
Smart Machine,Hardware,Realistic,Electronic Repairman,Help people repair their broken electriconics! They aren't very helpful if they're broken!,
Smart Machine,Hardware,Investigative,Electrical Engineer,Design all of the circuits inside of electronics!,
Smart Machine,Hardware,Artistic,Design Engineer,Make sure all of those documents are designed the correct way!,
Smart Machine,Hardware,Social,Interface Engineer,Help grandma and grandpa understand technology,
Smart Machine,Hardware,Enterprising,Hardware Test Engineer,I get to try and break computers and other hardware!,
Smart Machine,Hardware,Conventional,Computer Engineer,"Design the inner components of computers! Circuits, motherboards, and wires!",
Smart Machine,Manufacturing,Realistic,Electrician,Work directly with electricity! Make it flow into lightbulbs and outlets!,
Smart Machine,Manufacturing,Investigative,Car Repairman,Make sure everyones' cars work exactly how they should!,
Smart Machine,Manufacturing,Artistic,Architect,Buildings would be a lot more exciting if there was a slide on the second floor,
Smart Machine,Manufacturing,Social,Supervisor,I prefer watching people work,
Smart Machine,Manufacturing,Enterprising,Salesperson,How would you like to purchase a brand new used car!,
Smart Machine,Manufacturing,Conventional,Mechanical Engineer,I get to dream up cool new machines.,
Smart Machine,AI,Realistic,Autonomous Vehicle Specialist,"Don't know how to drive? No problem, teach your car to!",
Smart Machine,AI,Investigative,AI Researcher,"Figure out exactly how to make the best AI, and understand how it works like it does!",
Smart Machine,AI,Artistic,Computer Vision Specialist,Help computers learn to see!,
Smart Machine,AI,Social,Language Processing Specialist,Make sure translations work correctly and that languages are understood!,
Smart Machine,AI,Enterprising,Data Analyst,Figure out exactly what all of that data means!,
Smart Machine,AI,Conventional,AI Developer,Create the AI logic that will make life so much easier!,
Smart Machine,Mechanical,Realistic,Truck Driver,Deliver packages and shipments all across the country!,
Smart Machine,Mechanical,Investigative,Engine Mechanic,Make sure that vehicles' engines are working properly!,
Smart Machine,Mechanical,Artistic,Animatronic Engineer,Design those animatronics and make sure they work correctly! Was that the bite of '87?,
Smart Machine,Mechanical,Social,Theme Park Engineer,Design the amusement park rides and make them as fun as possible!,
Smart Machine,Mechanical,Enterprising,Cyborg,"Become half human, half machine! The future is now!",
Smart Machine,Mechanical,Conventional,Assembly Line,Assemble machines while the parts slide right by you!,
